2
99
99
2.010076e-02
10 01
T T
1.005038e-02 1.005038e-02 1.000000 0.516060 0.116313
1.005038e-02 1.005038e-02 1.000000 0.503557 0.302436
1.005038e-02 1.005038e-02 1.000000 0.446517 0.920240
1.005038e-02 1.005038e-02 1.000000 0.946519 0.593250
1.005038e-02 1.005038e-02 1.000000 0.339292 0.799885
1.005038e-02 1.005038e-02 1.000000 0.508248 0.237806
1.005038e-02 1.005038e-02 1.000000 0.755056 0.945855
1.005038e-02 1.005038e-02 1.000000 0.793741 0.738168
1.005038e-02 1.005038e-02 1.000000 0.877692 0.592302
1.005038e-02 1.005038e-02 1.000000 0.531981 0.177925
1.005038e-02 1.005038e-02 1.000000 0.488386 0.346833
1.005038e-02 1.005038e-02 1.000000 0.670430 0.575841
1.005038e-02 1.005038e-02 1.000000 0.613356 0.250691
1.005038e-02 1.005038e-02 1.000000 0.624883 0.503147
1.005038e-02 1.005038e-02 1.000000 0.585005 0.771073
1.005038e-02 1.005038e-02 1.000000 0.640560 0.672610
1.005038e-02 1.005038e-02 1.000000 0.016952 0.897427
1.005038e-02 1.005038e-02 1.000000 0.874834 0.308780
1.005038e-02 1.005038e-02 1.000000 0.591998 0.301039
1.005038e-02 1.005038e-02 1.000000 0.939563 0.906155
1.005038e-02 1.005038e-02 1.000000 0.546080 0.450955
1.005038e-02 1.005038e-02 1.000000 0.948566 0.126393
1.005038e-02 1.005038e-02 1.000000 0.565051 0.179678
1.005038e-02 1.005038e-02 1.000000 0.093824 0.112810
1.005038e-02 1.005038e-02 1.000000 0.924699 0.086358
1.005038e-02 1.005038e-02 1.000000 0.627746 0.436031
1.005038e-02 1.005038e-02 1.000000 0.044299 0.972249
1.005038e-02 1.005038e-02 1.000000 0.646278 0.602462
1.005038e-02 1.005038e-02 1.000000 0.717025 0.959506
1.005038e-02 1.005038e-02 1.000000 0.864117 0.357154
1.005038e-02 1.005038e-02 1.000000 0.351585 0.567891
1.005038e-02 1.005038e-02 1.000000 0.850889 0.169229
1.005038e-02 1.005038e-02 1.000000 0.635529 0.394732
1.005038e-02 1.005038e-02 1.000000 0.422583 0.827088
1.005038e-02 1.005038e-02 1.000000 0.925055 0.713412
1.005038e-02 1.005038e-02 1.000000 0.622915 0.594039
1.005038e-02 1.005038e-02 1.000000 0.637612 0.185588
1.005038e-02 1.005038e-02 1.000000 0.978597 0.454915
1.005038e-02 1.005038e-02 1.000000 0.430191 0.699744
1.005038e-02 1.005038e-02 1.000000 0.031348 0.349008
1.005038e-02 1.005038e-02 1.000000 0.302192 0.214004
1.005038e-02 1.005038e-02 1.000000 0.920024 0.538218
1.005038e-02 1.005038e-02 1.000000 0.889473 0.177235
1.005038e-02 1.005038e-02 1.000000 0.406757 0.779435
1.005038e-02 1.005038e-02 1.000000 0.903881 0.641464
1.005038e-02 1.005038e-02 1.000000 0.158781 0.271282
1.005038e-02 1.005038e-02 1.000000 0.066923 0.085152
1.005038e-02 1.005038e-02 1.000000 0.742376 0.111291
1.005038e-02 1.005038e-02 1.000000 0.513152 0.209839
1.005038e-02 1.005038e-02 1.000000 0.345849 0.329679
1.005038e-02 1.005038e-02 1.000000 0.160942 0.196180
1.005038e-02 1.005038e-02 1.000000 0.376095 0.098100
1.005038e-02 1.005038e-02 1.000000 0.587533 0.204028
1.005038e-02 1.005038e-02 1.000000 0.936860 0.846130
1.005038e-02 1.005038e-02 1.000000 0.176093 0.669688
1.005038e-02 1.005038e-02 1.000000 0.947133 0.083449
1.005038e-02 1.005038e-02 1.000000 0.585295 0.152654
1.005038e-02 1.005038e-02 1.000000 0.998536 0.982009
1.005038e-02 1.005038e-02 1.000000 0.859087 0.448194
1.005038e-02 1.005038e-02 1.000000 0.475381 0.435612
1.005038e-02 1.005038e-02 1.000000 0.914590 0.042235
1.005038e-02 1.005038e-02 1.000000 0.112094 0.201952
1.005038e-02 1.005038e-02 1.000000 0.896904 0.098872
1.005038e-02 1.005038e-02 1.000000 0.170339 0.342146
1.005038e-02 1.005038e-02 1.000000 0.459630 0.695129
1.005038e-02 1.005038e-02 1.000000 0.387994 0.868255
1.005038e-02 1.005038e-02 1.000000 0.350993 0.732150
1.005038e-02 1.005038e-02 1.000000 0.009760 0.464067
1.005038e-02 1.005038e-02 1.000000 0.931908 0.749793
1.005038e-02 1.005038e-02 1.000000 0.786628 0.582136
1.005038e-02 1.005038e-02 1.000000 0.992996 0.860606
1.005038e-02 1.005038e-02 1.000000 0.035797 0.290154
1.005038e-02 1.005038e-02 1.000000 0.045178 0.631020
1.005038e-02 1.005038e-02 1.000000 0.658672 0.541493
1.005038e-02 1.005038e-02 1.000000 0.022172 0.259370
1.005038e-02 1.005038e-02 1.000000 0.213620 0.307202
1.005038e-02 1.005038e-02 1.000000 0.501485 0.703863
1.005038e-02 1.005038e-02 1.000000 0.813583 0.779156
1.005038e-02 1.005038e-02 1.000000 0.901436 0.488797
1.005038e-02 1.005038e-02 1.000000 0.999729 0.638703
1.005038e-02 1.005038e-02 1.000000 0.805065 0.126413
1.005038e-02 1.005038e-02 1.000000 0.939154 0.383731
1.005038e-02 1.005038e-02 1.000000 0.652589 0.209918
1.005038e-02 1.005038e-02 1.000000 0.121154 0.249735
1.005038e-02 1.005038e-02 1.000000 0.134545 0.151461
1.005038e-02 1.005038e-02 1.000000 0.483059 0.466534
1.005038e-02 1.005038e-02 1.000000 0.736505 0.587238
1.005038e-02 1.005038e-02 1.000000 0.331314 0.427686
1.005038e-02 1.005038e-02 1.000000 0.301900 0.068315
1.005038e-02 1.005038e-02 1.000000 0.473512 0.298497
1.005038e-02 1.005038e-02 1.000000 0.472106 0.170769
1.005038e-02 1.005038e-02 1.000000 0.779767 0.997971
1.005038e-02 1.005038e-02 1.000000 0.626437 0.119623
1.005038e-02 1.005038e-02 1.000000 0.328330 0.832863
1.005038e-02 1.005038e-02 1.000000 0.961944 0.141555
1.005038e-02 1.005038e-02 1.000000 0.316116 0.115435
1.005038e-02 1.005038e-02 1.000000 0.519275 0.395573
1.005038e-02 1.005038e-02 1.000000 0.656926 0.653457
1.005038e-02 1.005038e-02 1.000000 0.609610 0.313585
